table,seq,column,is_pk,is_fk,type,i1,size,description,d_segment,id
h18,29,h0180026,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00t
h18,30,h0180027,,,INTEGER,,,Female householder:,,d1Fc184D00u
h18,31,h0180028,,,INTEGER,,,Living alone:,,d1Fc184D00v
h18,32,h0180029,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00w
h18,33,h0180030,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00x
h18,34,h0180031,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00y
h18,35,h0180032,,,INTEGER,,,Not living alone:,,d1Fc184D00z
h18,36,h0180033,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00A
h18,37,h0180034,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00B
h18,38,h0180035,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00C
h18,39,h0180036,,,INTEGER,,,Renter occupied:,,d1Fc184D00D
h18,40,h0180037,,,INTEGER,,,Family households:,,d1Fc184D00E
h18,41,h0180038,,,INTEGER,,,Husband-wife family:,,d1Fc184D00F
h18,42,h0180039,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00G
h18,43,h0180040,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00H
h18,44,h0180041,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00I
h18,45,h0180042,,,INTEGER,,,Other family:,,d1Fc184D00J
h18,46,h0180043,,,INTEGER,,,"Male householder, no wife present:",,d1Fc184D00K
h18,47,h0180044,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00L
h18,48,h0180045,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00M
h18,49,h0180046,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00N
h18,50,h0180047,,,INTEGER,,,"Female householder, no husband present:",,d1Fc184D00O
h18,51,h0180048,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00P
h18,52,h0180049,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00Q
h18,53,h0180050,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00R
h18,54,h0180051,,,INTEGER,,,Nonfamily households:,,d1Fc184D00S
h18,55,h0180052,,,INTEGER,,,Male householder:,,d1Fc184D00T
h18,56,h0180053,,,INTEGER,,,Living alone:,,d1Fc184D00U
h18,57,h0180054,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00V
h18,58,h0180055,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00W
h18,59,h0180056,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00X
h18,60,h0180057,,,INTEGER,,,Not living alone:,,d1Fc184D00Y
h18,61,h0180058,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00Z
h18,62,h0180059,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D010
h18,63,h0180060,,,INTEGER,,,Householder 65 years and over,,d1Fc184D011
h18,64,h0180061,,,INTEGER,,,Female householder:,,d1Fc184D012
h18,65,h0180062,,,INTEGER,,,Living alone:,,d1Fc184D013
h18,66,h0180063,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D014
h18,67,h0180064,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D015
h18,68,h0180065,,,INTEGER,,,Householder 65 years and over,,d1Fc184D016
h18,69,h0180066,,,INTEGER,,,Not living alone:,,d1Fc184D017
h18,70,h0180067,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D018
h18,71,h0180068,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D019
h18,72,h0180069,,,INTEGER,,,Householder 65 years and over,,d1Fc184D01a
,,,,,,,,,,
h19,1,id,1,,INTEGER64,,6,,,d1Fc184E001
h19,2,stusab,,,VARCHAR,1,6,,,d1Fc184E002
h19,3,logrecno,,,INTEGER,1,7,,,d1Fc184E003
h19,4,h0190001,,,INTEGER,,,Total:,,d1Fc184E004
h19,5,h0190002,,,INTEGER,,,Owner-occupied:,,d1Fc184E005
h19,6,h0190003,,,INTEGER,,,With children under 18 years,,d1Fc184E006
h19,7,h0190004,,,INTEGER,,,No children under 18 years,,d1Fc184E007
h19,8,h0190005,,,INTEGER,,,Renter-occupied:,,d1Fc184E008
h19,9,h0190006,,,INTEGER,,,With children under 18 years,,d1Fc184E009
h19,10,h0190007,,,INTEGER,,,No children under 18 years,,d1Fc184E00a
,,,,,,,,,,
h20,1,id,1,,INTEGER64,,6,,,d1Fc184F001
h20,2,stusab,,,VARCHAR,1,6,,,d1Fc184F002
h20,3,logrecno,,,INTEGER,1,7,,,d1Fc184F003
h20,4,h0200001,,,INTEGER,,,Total:,,d1Fc184F004
h20,5,h0200002,,,INTEGER,,,Substituted,,d1Fc184F005
h20,6,h0200003,,,INTEGER,,,Not substituted,,d1Fc184F006
,,,,,,,,,,
h21,1,id,1,,INTEGER64,,6,,,d1Fc184G001
h21,2,stusab,,,VARCHAR,1,6,,,d1Fc184G002
h21,3,logrecno,,,INTEGER,1,7,,,d1Fc184G003
h21,4,h0210001,,,INTEGER,,,Total:,,d1Fc184G004
h21,5,h0210002,,,INTEGER,,,Allocated,,d1Fc184G005
h21,6,h0210003,,,INTEGER,,,Not allocated,,d1Fc184G006
,,,,,,,,,,
h22,1,id,1,,INTEGER64,,6,,,d1Fc184H001
h22,2,stusab,,,VARCHAR,1,6,,,d1Fc184H002
h22,3,logrecno,,,INTEGER,1,7,,,d1Fc184H003
h22,4,h0220001,,,INTEGER,,,Total:,,d1Fc184H004
h22,5,h0220002,,,INTEGER,,,Allocated,,d1Fc184H005
h22,6,h0220003,,,INTEGER,,,Not allocated,,d1Fc184H006
,,,,,,,,,,
h11a,1,id,1,,INTEGER64,,6,,,d1Fc184I001
h11a,2,stusab,,,VARCHAR,1,6,,,d1Fc184I002
h11a,3,logrecno,,,INTEGER,1,7,,,d1Fc184I003
h11a,4,h011a0001,,,INTEGER,,,Population in occupied housing units:,,d1Fc184I004
h11a,5,h011a0002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184I005
h11a,6,h011a0003,,,INTEGER,,,Owned free and clear,,d1Fc184I006
h11a,7,h011a0004,,,INTEGER,,,Renter occupied,,d1Fc184I007
,,,,,,,,,,
h11b,1,id,1,,INTEGER64,,6,,,d1Fc184J001
h11b,2,stusab,,,VARCHAR,1,6,,,d1Fc184J002
h11b,3,logrecno,,,INTEGER,1,7,,,d1Fc184J003
h11b,4,h011b0001,,,INTEGER,,,Population in occupied housing units:,,d1Fc184J004
h11b,5,h011b0002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184J005
h11b,6,h011b0003,,,INTEGER,,,Owned free and clear,,d1Fc184J006
h11b,7,h011b0004,,,INTEGER,,,Renter occupied,,d1Fc184J007
,,,,,,,,,,
h11c,1,id,1,,INTEGER64,,6,,,d1Fc184K001
h11c,2,stusab,,,VARCHAR,1,6,,,d1Fc184K002
h11c,3,logrecno,,,INTEGER,1,7,,,d1Fc184K003
h11c,4,h011c0001,,,INTEGER,,,Population in occupied housing units:,,d1Fc184K004
h11c,5,h011c0002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184K005
h11c,6,h011c0003,,,INTEGER,,,Owned free and clear,,d1Fc184K006
h11c,7,h011c0004,,,INTEGER,,,Renter occupied,,d1Fc184K007
,,,,,,,,,,
h11d,1,id,1,,INTEGER64,,6,,,d1Fc184L001
h11d,2,stusab,,,VARCHAR,1,6,,,d1Fc184L002
h11d,3,logrecno,,,INTEGER,1,7,,,d1Fc184L003
h11d,4,h011d0001,,,INTEGER,,,Population in occupied housing units:,,d1Fc184L004
h11d,5,h011d0002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184L005
h11d,6,h011d0003,,,INTEGER,,,Owned free and clear,,d1Fc184L006
h11d,7,h011d0004,,,INTEGER,,,Renter occupied,,d1Fc184L007
,,,,,,,,,,
h11e,1,id,1,,INTEGER64,,6,,,d1Fc184M001
h11e,2,stusab,,,VARCHAR,1,6,,,d1Fc184M002
h11e,3,logrecno,,,INTEGER,1,7,,,d1Fc184M003
h11e,4,h011e0001,,,INTEGER,,,Population in occupied housing units:,,d1Fc184M004
h11e,5,h011e0002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184M005
h11e,6,h011e0003,,,INTEGER,,,Owned free and clear,,d1Fc184M006
h11e,7,h011e0004,,,INTEGER,,,Renter occupied,,d1Fc184M007
,,,,,,,,,,
h11f,1,id,1,,INTEGER64,,6,,,d1Fc184N001
h11f,2,stusab,,,VARCHAR,1,6,,,d1Fc184N002
h11f,3,logrecno,,,INTEGER,1,7,,,d1Fc184N003
h11f,4,h011f0001,,,INTEGER,,,Population in occupied housing units:,,d1Fc184N004
h11f,5,h011f0002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184N005
h11f,6,h011f0003,,,INTEGER,,,Owned free and clear,,d1Fc184N006
h11f,7,h011f0004,,,INTEGER,,,Renter occupied,,d1Fc184N007
,,,,,,,,,,
h11g,1,id,1,,INTEGER64,,6,,,d1Fc184O001
h11g,2,stusab,,,VARCHAR,1,6,,,d1Fc184O002
h11g,3,logrecno,,,INTEGER,1,7,,,d1Fc184O003
h11g,4,h011g0001,,,INTEGER,,,Population in occupied housing units:,,d1Fc184O004
h11g,5,h011g0002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184O005
h11g,6,h011g0003,,,INTEGER,,,Owned free and clear,,d1Fc184O006
h11g,7,h011g0004,,,INTEGER,,,Renter occupied,,d1Fc184O007
,,,,,,,,,,
h11h,1,id,1,,INTEGER64,,6,,,d1Fc184P001
h11h,2,stusab,,,VARCHAR,1,6,,,d1Fc184P002
h11h,3,logrecno,,,INTEGER,1,7,,,d1Fc184P003
h11h,4,h011h0001,,,INTEGER,,,Population in occupied housing units:,,d1Fc184P004
h11h,5,h011h0002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184P005
h11h,6,h011h0003,,,INTEGER,,,Owned free and clear,,d1Fc184P006
h11h,7,h011h0004,,,INTEGER,,,Renter occupied,,d1Fc184P007
,,,,,,,,,,
h11i,1,id,1,,INTEGER64,,6,,,d1Fc184Q001
h11i,2,stusab,,,VARCHAR,1,6,,,d1Fc184Q002
h11i,3,logrecno,,,INTEGER,1,7,,,d1Fc184Q003
h11i,4,h011i0001,,,INTEGER,,,Population in occupied housing units:,,d1Fc184Q004
h11i,5,h011i0002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184Q005
h11i,6,h011i0003,,,INTEGER,,,Owned free and clear,,d1Fc184Q006
h11i,7,h011i0004,,,INTEGER,,,Renter occupied,,d1Fc184Q007
,,,,,,,,,,
h12a,1,id,1,,INTEGER64,,6,,,d1Fc184R001
h12a,2,stusab,,,VARCHAR,1,6,,,d1Fc184R002
h12a,3,logrecno,,,INTEGER,1,7,,,d1Fc184R003
h12a,4,h012a0001,,,REAL,,,Total,,d1Fc184R004
h12a,5,h012a0002,,,REAL,,,Owner occupied,,d1Fc184R005
h12a,6,h012a0003,,,REAL,,,Renter occupied,,d1Fc184R006
,,,,,,,,,,
h12b,1,id,1,,INTEGER64,,6,,,d1Fc184S001
h12b,2,stusab,,,VARCHAR,1,6,,,d1Fc184S002
h12b,3,logrecno,,,INTEGER,1,7,,,d1Fc184S003
h12b,4,h012b0001,,,REAL,,,Total,,d1Fc184S004
h12b,5,h012b0002,,,REAL,,,Owner occupied,,d1Fc184S005
h12b,6,h012b0003,,,REAL,,,Renter occupied,,d1Fc184S006
,,,,,,,,,,
h12c,1,id,1,,INTEGER64,,6,,,d1Fc184T001
h12c,2,stusab,,,VARCHAR,1,6,,,d1Fc184T002
h12c,3,logrecno,,,INTEGER,1,7,,,d1Fc184T003
h12c,4,h012c0001,,,REAL,,,Total,,d1Fc184T004
h12c,5,h012c0002,,,REAL,,,Owner occupied,,d1Fc184T005
h12c,6,h012c0003,,,REAL,,,Renter occupied,,d1Fc184T006
,,,,,,,,,,
h12d,1,id,1,,INTEGER64,,6,,,d1Fc184U001
h12d,2,stusab,,,VARCHAR,1,6,,,d1Fc184U002
h12d,3,logrecno,,,INTEGER,1,7,,,d1Fc184U003
h12d,4,h012d0001,,,REAL,,,Total,,d1Fc184U004
h12d,5,h012d0002,,,REAL,,,Owner occupied,,d1Fc184U005
h12d,6,h012d0003,,,REAL,,,Renter occupied,,d1Fc184U006
,,,,,,,,,,
h12e,1,id,1,,INTEGER64,,6,,,d1Fc184V001
h12e,2,stusab,,,VARCHAR,1,6,,,d1Fc184V002
h12e,3,logrecno,,,INTEGER,1,7,,,d1Fc184V003
h12e,4,h012e0001,,,REAL,,,Total,,d1Fc184V004
h12e,5,h012e0002,,,REAL,,,Owner occupied,,d1Fc184V005
h12e,6,h012e0003,,,REAL,,,Renter occupied,,d1Fc184V006
,,,,,,,,,,
h12f,1,id,1,,INTEGER64,,6,,,d1Fc184W001
h12f,2,stusab,,,VARCHAR,1,6,,,d1Fc184W002
h12f,3,logrecno,,,INTEGER,1,7,,,d1Fc184W003
h12f,4,h012f0001,,,REAL,,,Total,,d1Fc184W004
h12f,5,h012f0002,,,REAL,,,Owner occupied,,d1Fc184W005
h12f,6,h012f0003,,,REAL,,,Renter occupied,,d1Fc184W006
,,,,,,,,,,
h12g,1,id,1,,INTEGER64,,6,,,d1Fc184X001
h12g,2,stusab,,,VARCHAR,1,6,,,d1Fc184X002
h12g,3,logrecno,,,INTEGER,1,7,,,d1Fc184X003
h12g,4,h012g0001,,,REAL,,,Total,,d1Fc184X004
h12g,5,h012g0002,,,REAL,,,Owner occupied,,d1Fc184X005
h12g,6,h012g0003,,,REAL,,,Renter occupied,,d1Fc184X006
,,,,,,,,,,
h12h,1,id,1,,INTEGER64,,6,,,d1Fc184Y001
h12h,2,stusab,,,VARCHAR,1,6,,,d1Fc184Y002
h12h,3,logrecno,,,INTEGER,1,7,,,d1Fc184Y003
h12h,4,h012h0001,,,REAL,,,Total,,d1Fc184Y004
h12h,5,h012h0002,,,REAL,,,Owner occupied,,d1Fc184Y005
h12h,6,h012h0003,,,REAL,,,Renter occupied,,d1Fc184Y006
,,,,,,,,,,
h12i,1,id,1,,INTEGER64,,6,,,d1Fc184Z001
h12i,2,stusab,,,VARCHAR,1,6,,,d1Fc184Z002
h12i,3,logrecno,,,INTEGER,1,7,,,d1Fc184Z003
h12i,4,h012i0001,,,REAL,,,Total,,d1Fc184Z004
h12i,5,h012i0002,,,REAL,,,Owner occupied,,d1Fc184Z005
h12i,6,h012i0003,,,REAL,,,Renter occupied,,d1Fc184Z006
,,,,,,,,,,
h16a,1,id,1,,INTEGER64,,6,,,d1Fc1850001
h16a,2,stusab,,,VARCHAR,1,6,,,d1Fc1850002
h16a,3,logrecno,,,INTEGER,1,7,,,d1Fc1850003
h16a,4,h016a0001,,,INTEGER,,,Total:,,d1Fc1850004
h16a,5,h016a0002,,,INTEGER,,,Owner occupied:,,d1Fc1850005
h16a,6,h016a0003,,,INTEGER,,,1-person household,,d1Fc1850006
h16a,7,h016a0004,,,INTEGER,,,2-person household,,d1Fc1850007
h16a,8,h016a0005,,,INTEGER,,,3-person household,,d1Fc1850008
h16a,9,h016a0006,,,INTEGER,,,4-person household,,d1Fc1850009
h16a,10,h016a0007,,,INTEGER,,,5-person household,,d1Fc185000a
h16a,11,h016a0008,,,INTEGER,,,6-person household,,d1Fc185000b
h16a,12,h016a0009,,,INTEGER,,,7-or-more-person household,,d1Fc185000c
h16a,13,h016a0010,,,INTEGER,,,Renter occupied:,,d1Fc185000d
h16a,14,h016a0011,,,INTEGER,,,1-person household,,d1Fc185000e
h16a,15,h016a0012,,,INTEGER,,,2-person household,,d1Fc185000f
h16a,16,h016a0013,,,INTEGER,,,3-person household,,d1Fc185000g
h16a,17,h016a0014,,,INTEGER,,,4-person household,,d1Fc185000h
h16a,18,h016a0015,,,INTEGER,,,5-person household,,d1Fc185000i
h16a,19,h016a0016,,,INTEGER,,,6-person household,,d1Fc185000j
h16a,20,h016a0017,,,INTEGER,,,7-or-more-person household,,d1Fc185000k
,,,,,,,,,,
h16b,1,id,1,,INTEGER64,,6,,,d1Fc1851001
h16b,2,stusab,,,VARCHAR,1,6,,,d1Fc1851002
h16b,3,logrecno,,,INTEGER,1,7,,,d1Fc1851003
h16b,4,h016b0001,,,INTEGER,,,Total:,,d1Fc1851004
h16b,5,h016b0002,,,INTEGER,,,Owner occupied:,,d1Fc1851005
h16b,6,h016b0003,,,INTEGER,,,1-person household,,d1Fc1851006
h16b,7,h016b0004,,,INTEGER,,,2-person household,,d1Fc1851007
h16b,8,h016b0005,,,INTEGER,,,3-person household,,d1Fc1851008
h16b,9,h016b0006,,,INTEGER,,,4-person household,,d1Fc1851009
h16b,10,h016b0007,,,INTEGER,,,5-person household,,d1Fc185100a
h16b,11,h016b0008,,,INTEGER,,,6-person household,,d1Fc185100b
h16b,12,h016b0009,,,INTEGER,,,7-or-more-person household,,d1Fc185100c
h16b,13,h016b0010,,,INTEGER,,,Renter occupied:,,d1Fc185100d
h16b,14,h016b0011,,,INTEGER,,,1-person household,,d1Fc185100e
h16b,15,h016b0012,,,INTEGER,,,2-person household,,d1Fc185100f
h16b,16,h016b0013,,,INTEGER,,,3-person household,,d1Fc185100g
h16b,17,h016b0014,,,INTEGER,,,4-person household,,d1Fc185100h
h16b,18,h016b0015,,,INTEGER,,,5-person household,,d1Fc185100i
h16b,19,h016b0016,,,INTEGER,,,6-person household,,d1Fc185100j
h16b,20,h016b0017,,,INTEGER,,,7-or-more-person household,,d1Fc185100k
,,,,,,,,,,
h16c,1,id,1,,INTEGER64,,6,,,d1Fc1852001
h16c,2,stusab,,,VARCHAR,1,6,,,d1Fc1852002
h16c,3,logrecno,,,INTEGER,1,7,,,d1Fc1852003
h16c,4,h016c0001,,,INTEGER,,,Total:,,d1Fc1852004
h16c,5,h016c0002,,,INTEGER,,,Owner occupied:,,d1Fc1852005
h16c,6,h016c0003,,,INTEGER,,,1-person household,,d1Fc1852006
h16c,7,h016c0004,,,INTEGER,,,2-person household,,d1Fc1852007
h16c,8,h016c0005,,,INTEGER,,,3-person household,,d1Fc1852008
h16c,9,h016c0006,,,INTEGER,,,4-person household,,d1Fc1852009
h16c,10,h016c0007,,,INTEGER,,,5-person household,,d1Fc185200a
h16c,11,h016c0008,,,INTEGER,,,6-person household,,d1Fc185200b
h16c,12,h016c0009,,,INTEGER,,,7-or-more-person household,,d1Fc185200c
h16c,13,h016c0010,,,INTEGER,,,Renter occupied:,,d1Fc185200d
h16c,14,h016c0011,,,INTEGER,,,1-person household,,d1Fc185200e
h16c,15,h016c0012,,,INTEGER,,,2-person household,,d1Fc185200f
h16c,16,h016c0013,,,INTEGER,,,3-person household,,d1Fc185200g
h16c,17,h016c0014,,,INTEGER,,,4-person household,,d1Fc185200h
h16c,18,h016c0015,,,INTEGER,,,5-person household,,d1Fc185200i
h16c,19,h016c0016,,,INTEGER,,,6-person household,,d1Fc185200j
h16c,20,h016c0017,,,INTEGER,,,7-or-more-person household,,d1Fc185200k
,,,,,,,,,,
h16d,1,id,1,,INTEGER64,,6,,,d1Fc1853001
h16d,2,stusab,,,VARCHAR,1,6,,,d1Fc1853002
h16d,3,logrecno,,,INTEGER,1,7,,,d1Fc1853003
h16d,4,h016d0001,,,INTEGER,,,Total:,,d1Fc1853004
h16d,5,h016d0002,,,INTEGER,,,Owner occupied:,,d1Fc1853005
h16d,6,h016d0003,,,INTEGER,,,1-person household,,d1Fc1853006
h16d,7,h016d0004,,,INTEGER,,,2-person household,,d1Fc1853007
h16d,8,h016d0005,,,INTEGER,,,3-person household,,d1Fc1853008
h16d,9,h016d0006,,,INTEGER,,,4-person household,,d1Fc1853009
h16d,10,h016d0007,,,INTEGER,,,5-person household,,d1Fc185300a
h16d,11,h016d0008,,,INTEGER,,,6-person household,,d1Fc185300b
h16d,12,h016d0009,,,INTEGER,,,7-or-more-person household,,d1Fc185300c
h16d,13,h016d0010,,,INTEGER,,,Renter occupied:,,d1Fc185300d
h16d,14,h016d0011,,,INTEGER,,,1-person household,,d1Fc185300e
h16d,15,h016d0012,,,INTEGER,,,2-person household,,d1Fc185300f
h16d,16,h016d0013,,,INTEGER,,,3-person household,,d1Fc185300g
h16d,17,h016d0014,,,INTEGER,,,4-person household,,d1Fc185300h
h16d,18,h016d0015,,,INTEGER,,,5-person household,,d1Fc185300i
h16d,19,h016d0016,,,INTEGER,,,6-person household,,d1Fc185300j
h16d,20,h016d0017,,,INTEGER,,,7-or-more-person household,,d1Fc185300k
,,,,,,,,,,
h16e,1,id,1,,INTEGER64,,6,,,d1Fc1854001
h16e,2,stusab,,,VARCHAR,1,6,,,d1Fc1854002
h16e,3,logrecno,,,INTEGER,1,7,,,d1Fc1854003
h16e,4,h016e0001,,,INTEGER,,,Total:,,d1Fc1854004
h16e,5,h016e0002,,,INTEGER,,,Owner occupied:,,d1Fc1854005
h16e,6,h016e0003,,,INTEGER,,,1-person household,,d1Fc1854006
h16e,7,h016e0004,,,INTEGER,,,2-person household,,d1Fc1854007
h16e,8,h016e0005,,,INTEGER,,,3-person household,,d1Fc1854008
h16e,9,h016e0006,,,INTEGER,,,4-person household,,d1Fc1854009
h16e,10,h016e0007,,,INTEGER,,,5-person household,,d1Fc185400a
h16e,11,h016e0008,,,INTEGER,,,6-person household,,d1Fc185400b
h16e,12,h016e0009,,,INTEGER,,,7-or-more-person household,,d1Fc185400c
h16e,13,h016e0010,,,INTEGER,,,Renter occupied:,,d1Fc185400d
h16e,14,h016e0011,,,INTEGER,,,1-person household,,d1Fc185400e
h16e,15,h016e0012,,,INTEGER,,,2-person household,,d1Fc185400f
h16e,16,h016e0013,,,INTEGER,,,3-person household,,d1Fc185400g
h16e,17,h016e0014,,,INTEGER,,,4-person household,,d1Fc185400h
h16e,18,h016e0015,,,INTEGER,,,5-person household,,d1Fc185400i
h16e,19,h016e0016,,,INTEGER,,,6-person household,,d1Fc185400j
h16e,20,h016e0017,,,INTEGER,,,7-or-more-person household,,d1Fc185400k
,,,,,,,,,,
h16f,1,id,1,,INTEGER64,,6,,,d1Fc1855001
h16f,2,stusab,,,VARCHAR,1,6,,,d1Fc1855002
h16f,3,logrecno,,,INTEGER,1,7,,,d1Fc1855003
h16f,4,h016f0001,,,INTEGER,,,Total:,,d1Fc1855004
h16f,5,h016f0002,,,INTEGER,,,Owner occupied:,,d1Fc1855005
h16f,6,h016f0003,,,INTEGER,,,1-person household,,d1Fc1855006
h16f,7,h016f0004,,,INTEGER,,,2-person household,,d1Fc1855007
h16f,8,h016f0005,,,INTEGER,,,3-person household,,d1Fc1855008
h16f,9,h016f0006,,,INTEGER,,,4-person household,,d1Fc1855009
h16f,10,h016f0007,,,INTEGER,,,5-person household,,d1Fc185500a
h16f,11,h016f0008,,,INTEGER,,,6-person household,,d1Fc185500b
h16f,12,h016f0009,,,INTEGER,,,7-or-more-person household,,d1Fc185500c
h16f,13,h016f0010,,,INTEGER,,,Renter occupied:,,d1Fc185500d
h16f,14,h016f0011,,,INTEGER,,,1-person household,,d1Fc185500e
h16f,15,h016f0012,,,INTEGER,,,2-person household,,d1Fc185500f
h16f,16,h016f0013,,,INTEGER,,,3-person household,,d1Fc185500g
h16f,17,h016f0014,,,INTEGER,,,4-person household,,d1Fc185500h
h16f,18,h016f0015,,,INTEGER,,,5-person household,,d1Fc185500i
h16f,19,h016f0016,,,INTEGER,,,6-person household,,d1Fc185500j
h16f,20,h016f0017,,,INTEGER,,,7-or-more-person household,,d1Fc185500k
,,,,,,,,,,
h16g,1,id,1,,INTEGER64,,6,,,d1Fc1856001
h16g,2,stusab,,,VARCHAR,1,6,,,d1Fc1856002
h16g,3,logrecno,,,INTEGER,1,7,,,d1Fc1856003
h16g,4,h016g0001,,,INTEGER,,,Total:,,d1Fc1856004
h16g,5,h016g0002,,,INTEGER,,,Owner occupied:,,d1Fc1856005
h16g,6,h016g0003,,,INTEGER,,,1-person household,,d1Fc1856006
h16g,7,h016g0004,,,INTEGER,,,2-person household,,d1Fc1856007
h16g,8,h016g0005,,,INTEGER,,,3-person household,,d1Fc1856008
h16g,9,h016g0006,,,INTEGER,,,4-person household,,d1Fc1856009
h16g,10,h016g0007,,,INTEGER,,,5-person household,,d1Fc185600a
h16g,11,h016g0008,,,INTEGER,,,6-person household,,d1Fc185600b
h16g,12,h016g0009,,,INTEGER,,,7-or-more-person household,,d1Fc185600c
h16g,13,h016g0010,,,INTEGER,,,Renter occupied:,,d1Fc185600d
h16g,14,h016g0011,,,INTEGER,,,1-person household,,d1Fc185600e
h16g,15,h016g0012,,,INTEGER,,,2-person household,,d1Fc185600f
h16g,16,h016g0013,,,INTEGER,,,3-person household,,d1Fc185600g
h16g,17,h016g0014,,,INTEGER,,,4-person household,,d1Fc185600h
h16g,18,h016g0015,,,INTEGER,,,5-person household,,d1Fc185600i
h16g,19,h016g0016,,,INTEGER,,,6-person household,,d1Fc185600j
h16g,20,h016g0017,,,INTEGER,,,7-or-more-person household,,d1Fc185600k
,,,,,,,,,,
h16h,1,id,1,,INTEGER64,,6,,,d1Fc1857001
h16h,2,stusab,,,VARCHAR,1,6,,,d1Fc1857002
h16h,3,logrecno,,,INTEGER,1,7,,,d1Fc1857003
h16h,4,h016h0001,,,INTEGER,,,Total:,,d1Fc1857004
h16h,5,h016h0002,,,INTEGER,,,Owner occupied:,,d1Fc1857005
h16h,6,h016h0003,,,INTEGER,,,1-person household,,d1Fc1857006
h16h,7,h016h0004,,,INTEGER,,,2-person household,,d1Fc1857007
h16h,8,h016h0005,,,INTEGER,,,3-person household,,d1Fc1857008
h16h,9,h016h0006,,,INTEGER,,,4-person household,,d1Fc1857009
h16h,10,h016h0007,,,INTEGER,,,5-person household,,d1Fc185700a
h16h,11,h016h0008,,,INTEGER,,,6-person household,,d1Fc185700b
h16h,12,h016h0009,,,INTEGER,,,7-or-more-person household,,d1Fc185700c
h16h,13,h016h0010,,,INTEGER,,,Renter occupied:,,d1Fc185700d
h16h,14,h016h0011,,,INTEGER,,,1-person household,,d1Fc185700e
h16h,15,h016h0012,,,INTEGER,,,2-person household,,d1Fc185700f
h16h,16,h016h0013,,,INTEGER,,,3-person household,,d1Fc185700g
h16h,17,h016h0014,,,INTEGER,,,4-person household,,d1Fc185700h
h16h,18,h016h0015,,,INTEGER,,,5-person household,,d1Fc185700i
h16h,19,h016h0016,,,INTEGER,,,6-person household,,d1Fc185700j
h16h,20,h016h0017,,,INTEGER,,,7-or-more-person household,,d1Fc185700k
,,,,,,,,,,
h16i,1,id,1,,INTEGER64,,6,,,d1Fc1858001
h16i,2,stusab,,,VARCHAR,1,6,,,d1Fc1858002
h16i,3,logrecno,,,INTEGER,1,7,,,d1Fc1858003
h16i,4,h016i0001,,,INTEGER,,,Total:,,d1Fc1858004
h16i,5,h016i0002,,,INTEGER,,,Owner occupied:,,d1Fc1858005
h16i,6,h016i0003,,,INTEGER,,,1-person household,,d1Fc1858006
h16i,7,h016i0004,,,INTEGER,,,2-person household,,d1Fc1858007
h16i,8,h016i0005,,,INTEGER,,,3-person household,,d1Fc1858008
h16i,9,h016i0006,,,INTEGER,,,4-person household,,d1Fc1858009
h16i,10,h016i0007,,,INTEGER,,,5-person household,,d1Fc185800a
h16i,11,h016i0008,,,INTEGER,,,6-person household,,d1Fc185800b
h16i,12,h016i0009,,,INTEGER,,,7-or-more-person household,,d1Fc185800c
h16i,13,h016i0010,,,INTEGER,,,Renter occupied:,,d1Fc185800d
h16i,14,h016i0011,,,INTEGER,,,1-person household,,d1Fc185800e
h16i,15,h016i0012,,,INTEGER,,,2-person household,,d1Fc185800f
h16i,16,h016i0013,,,INTEGER,,,3-person household,,d1Fc185800g
h16i,17,h016i0014,,,INTEGER,,,4-person household,,d1Fc185800h
